Make,Model,Drivetrain,Body Style,Transmission_Type,Engine_Cylinders
Alfa Romeo,75,Rear-wheel drive,Sedan,Manual,I4
Toyota,Liteace,4WD/AWD,Van/Minivan,Manual,I4
Lada,2105,Rear-wheel drive,Sedan,Manual,I4
Mitsubishi,Sigma,Front-wheel drive,Sedan,Automatic,V6
Ford,LTD,Rear-wheel drive,Wagon,Automatic,V8
Jeep,Grand Wagoneer,4WD/AWD,SUV/Crossover,Automatic,V8
Jeep,Wagoneer,4WD/AWD,SUV/Crossover,Automatic,I6
Toyota,Coaster,Rear-wheel drive,Van/Minivan,Manual,I4
Volvo,240,Rear-wheel drive,Wagon,Manual,I4
Jaguar,XJS,Rear-wheel drive,Coupe,Automatic,V8
Ford,Bronco,Rear-wheel drive,SUV/Crossover,Automatic,V6
Ford,Bronco,Rear-wheel drive,SUV/Crossover,Manual,V6
Jeep,Comanche,4WD/AWD,Truck,Automatic,I6
Dodge,D-350,Rear-wheel drive,Truck,Automatic,I6
GMC,Jimmy,4WD/AWD,SUV/Crossover,Automatic,V8
Audi,V8,4WD/AWD,Sedan,Automatic,V8
BMW,E30 M3,Rear-wheel drive,Coupe,Manual,I6
Volkswagen,Jetta,Front-wheel drive,Coupe,Manual,I4
Oldsmobile,Cutlass Supreme,Front-wheel drive,Coupe,Automatic,V6
Toyota,Bandeirante,4WD/AWD,SUV/Crossover,Manual,I4
Toyota,Supra,Rear-wheel drive,Coupe,Automatic,V6
Fiat,126p,Rear-wheel drive,Coupe,Manual,I2
Eagle,Talon,4WD/AWD,Coupe,Manual,Other
Toyota,Mark II,Rear-wheel drive,Sedan,Manual,I4
Maserati,Biturbo,Rear-wheel drive,Convertible,Automatic,V6
Citroen,XM,Front-wheel drive,Sedan,Manual,I4
Jeep,Comanche,Rear-wheel drive,Truck,Automatic,I6
Audi,90,4WD/AWD,Sedan,Manual,I5
Mitsubishi,Montero,4WD/AWD,SUV/Crossover,Manual,V6
Toyota,HiAce,4WD/AWD,Van/Minivan,Manual,Other
Ford,Aerostar,Rear-wheel drive,Van/Minivan,Automatic,V6
Mercedes-Benz,190,Rear-wheel drive,Sedan,Automatic,I5
Volvo,780,Rear-wheel drive,Coupe,Automatic,I4
Autech,Zagato Stelvio AZ1,Rear-wheel drive,Coupe,Automatic,V6
Toyota,Crown,Rear-wheel drive,Wagon,Automatic,I4
Buick,Reatta,Front-wheel drive,Coupe,Automatic,V6
Pontiac,Grand Prix,Front-wheel drive,Coupe,Manual,V6
Citroen,2CV,Front-wheel drive,Sedan,Manual,Other
Mercedes-Benz,R107 SL,Rear-wheel drive,Convertible,Automatic,V8
Nissan,R32 Skyline,Rear-wheel drive,Sedan,Manual,I6
BMW,3 Series,Rear-wheel drive,Coupe,Manual,I5
Dodge,Dakota,Rear-wheel drive,Truck,Automatic,V6
Jeep,Cherokee,4WD/AWD,SUV/Crossover,Manual,I4
Maserati,228,Rear-wheel drive,Coupe,Manual,V6
Nissan,Pulsar,Front-wheel drive,Coupe,Automatic,I4
Porsche,964 911,4WD/AWD,Coupe,Manual,H6
Ferrari,328,Rear-wheel drive,Convertible,Manual,V8
Chrysler,TC by Maserati,Front-wheel drive,Convertible,Automatic,I4
Ford,Bronco,4WD/AWD,SUV/Crossover,Manual,V6
Buick,LeSabre,Front-wheel drive,Coupe,Automatic,V6
BMW,6 Series,Rear-wheel drive,Coupe,Manual,I6
Chevrolet,Corsica,Front-wheel drive,Sedan,Automatic,I4
Laforza,Laforza,4WD/AWD,SUV/Crossover,Automatic,V8
Chrysler,Conquest,Rear-wheel drive,Coupe,Automatic,I4
Chevrolet,S10,Rear-wheel drive,Truck,Automatic,V8
BMW,Z1,Rear-wheel drive,Convertible,Manual,I6
Nissan,R31 Skyline,Rear-wheel drive,Sedan,Automatic,I6
Ferrari,Mondial,Rear-wheel drive,Convertible,Manual,V8
Porsche,G Series/930 911,Rear-wheel drive,Coupe,Manual,H6
Chevrolet,Cavalier,Front-wheel drive,Wagon,Automatic,I4
Volkswagen,Vanagon,4WD/AWD,Truck,Manual,H4
Nissan,President,Rear-wheel drive,Wagon,Automatic,V8
GMC,S-15,Rear-wheel drive,Truck,Automatic,V6
Lamborghini,Countach,Rear-wheel drive,Coupe,Manual,V12
Isuzu,Rodeo,4WD/AWD,Van/Minivan,Manual,I4
Nissan,Patrol,4WD/AWD,Truck,Manual,I6
Ford,Escort,Front-wheel drive,Sedan,Manual,I4
Dodge,Dakota,4WD/AWD,Truck,Automatic,V6
Maserati,Biturbo,Rear-wheel drive,Convertible,Manual,V6
Chrysler,TC by Maserati,Front-wheel drive,Convertible,Manual,I4
Toyota,Hilux,4WD/AWD,Van/Minivan,Manual,I4
Renault,5,Front-wheel drive,Hatchback,Manual,I4
Mazda,FC RX-7,Rear-wheel drive,Convertible,Manual,V8
Chrysler,Conquest,Rear-wheel drive,Coupe,Manual,I4
Ferrari,Testarossa,Rear-wheel drive,Coupe,Manual,Other
Dodge,Ramcharger,Rear-wheel drive,SUV/Crossover,Automatic,V8
Toyota,Corolla,4WD/AWD,Wagon,Manual,I4
Ferrari,Mondial,Rear-wheel drive,Coupe,Manual,V8
Mitsubishi,Minica,Front-wheel drive,Hatchback,Manual,I3
Toyota,Soarer,Rear-wheel drive,Convertible,Automatic,I6
Dodge,Ram,Rear-wheel drive,Truck,Manual,I4
Daihatsu,Mira,4WD/AWD,Hatchback,Manual,I3
Audi,80,4WD/AWD,Sedan,Manual,I5
Nissan,Sentra,4WD/AWD,Wagon,Automatic,I4
Merkur,Scorpio,Rear-wheel drive,Sedan,Automatic,V6
Jeep,Comanche,Rear-wheel drive,Truck,Manual,I6
Shelby,CSX,Front-wheel drive,Coupe,Manual,I4
Jeep,Comanche,4WD/AWD,Truck,Manual,I6
Jaguar,XJS,Rear-wheel drive,Coupe,Automatic,V12
BMW,E28 M5,Rear-wheel drive,Sedan,Manual,I6
Zimmer,Golden Spirit,Rear-wheel drive,Coupe,Automatic,V8
Nissan,Be-1,Front-wheel drive,Hatchback,Automatic,I4
Pontiac,Fiero,Rear-wheel drive,Coupe,Manual,V8
Subaru,XT,4WD/AWD,Coupe,Automatic,H4
Pontiac,Fiero,Rear-wheel drive,Coupe,Manual,V6
Porsche,G Series/930 911,Rear-wheel drive,Convertible,Manual,H6
Honda,Acty,4WD/AWD,Truck,Manual,I2
Nissan,R31 Skyline,Rear-wheel drive,Coupe,Manual,I6
Nissan,Cefiro,Rear-wheel drive,Sedan,Automatic,I6
Porsche,924,Rear-wheel drive,Coupe,Manual,I4
Dodge,Lancer,Front-wheel drive,Sedan,Manual,I4
Mazda,B2200,Rear-wheel drive,Truck,Manual,I4
Toyota,Publica,Rear-wheel drive,Truck,Manual,I4
Isuzu,Trooper,4WD/AWD,SUV/Crossover,Manual,I4
Shelby,CSX,Front-wheel drive,Hatchback,Manual,I4
BMW,E24 M6,Rear-wheel drive,Coupe,Manual,I6
Chrysler,LeBaron,Front-wheel drive,Convertible,Automatic,I4
Ford,Thunderbird,Rear-wheel drive,Coupe,Manual,I4
Mazda,MX-6,Front-wheel drive,Coupe,Automatic,I4
Volkswagen,Fox,Front-wheel drive,Wagon,Manual,I4
Dodge,Diplomat,Rear-wheel drive,Sedan,Automatic,V8
Isuzu,I-Mark,Front-wheel drive,Hatchback,Manual,I4
Volvo,240,Rear-wheel drive,Wagon,Automatic,V8
Subaru,XT,4WD/AWD,Coupe,Manual,H4
Volvo,240,Rear-wheel drive,Sedan,Manual,I4
Jaguar,XJS,Rear-wheel drive,Convertible,Automatic,V8
Mitsubishi,Mighty Max,4WD/AWD,Truck,Manual,I4
Dodge,Daytona,Front-wheel drive,Coupe,Manual,I4
Yugo,GV,Front-wheel drive,Hatchback,Manual,I4
Porsche,944,Rear-wheel drive,Coupe,Manual,V8
Dodge,Caravan,Front-wheel drive,Van/Minivan,Automatic,V6
Citroen,2CV,Front-wheel drive,Sedan,Manual,H2
Volkswagen,Scirocco,Front-wheel drive,Coupe,Manual,I4
Porsche,G Series/930 911,Rear-wheel drive,Convertible,Manual,Other
Honda,Today,Front-wheel drive,Hatchback,Manual,I3
Mercury,Cougar,Rear-wheel drive,Coupe,Automatic,V8
Chrysler,LeBaron,Front-wheel drive,Convertible,Manual,I4
Honda,Accord,Front-wheel drive,Hatchback,Automatic,I4
Oldsmobile,Toronado,Front-wheel drive,Coupe,Automatic,V6
Jeep,Wagoneer,4WD/AWD,SUV/Crossover,Automatic,V8
Buick,Regal,Rear-wheel drive,Coupe,Automatic,V8
Buick,Grand National,Rear-wheel drive,Coupe,Automatic,V6
Ford,Mustang,Rear-wheel drive,Convertible,Manual,I4
Plymouth,Caravelle,Front-wheel drive,Sedan,Automatic,I4
Chevrolet,R10,Rear-wheel drive,Truck,Automatic,V8
Chevrolet,R10,Rear-wheel drive,Truck,Manual,V8
Eva,Beva,Rear-wheel drive,Convertible,Manual,I4
Pontiac,Fiero,Rear-wheel drive,Coupe,Automatic,V6
Volkswagen,Type 2,Rear-wheel drive,Truck,Manual,I4
Toyota,Sprinter,Rear-wheel drive,Coupe,Manual,I4
Toyota,Camry,Front-wheel drive,Sedan,Manual,I4
Renault,Alliance,Front-wheel drive,Coupe,Manual,I4
Buick,Regal,Rear-wheel drive,Coupe,Automatic,V6
Nissan,Pickup,Rear-wheel drive,Truck,Manual,I4
Toyota,Cressida,Rear-wheel drive,Sedan,Manual,I6
Toyota,Pickup,Rear-wheel drive,Van/Minivan,Automatic,I4
Merkur,XR4Ti,Rear-wheel drive,Coupe,Manual,I4
Mitsubishi,Starion,Rear-wheel drive,Coupe,Manual,I4
Toyota,Corolla,Rear-wheel drive,Coupe,Manual,I4
Toyota,Supra,Rear-wheel drive,Coupe,Manual,V8
Mazda,B2000,Rear-wheel drive,Truck,Manual,I4
Toyota,HiAce,4WD/AWD,Truck,Manual,I4
Chevrolet,El Camino,Rear-wheel drive,Truck,Automatic,V8
Toyota,Pickup,Rear-wheel drive,Truck,Automatic,I4
Volkswagen,Scirocco,Front-wheel drive,Hatchback,Manual,I4
Oldsmobile,Cutlass,Rear-wheel drive,Coupe,Automatic,V8
Nissan,Be-1,Front-wheel drive,Hatchback,Manual,I4
Citroen,CX25,Front-wheel drive,Sedan,Automatic,I4
Toyota,Corona,Front-wheel drive,Sedan,Manual,I4
Volkswagen,Vanagon,Rear-wheel drive,Van/Minivan,Automatic,H4
Chevrolet,Blazer,4WD/AWD,SUV/Crossover,Manual,V8
Volvo,760,Rear-wheel drive,Wagon,Manual,I4
Toyota,Dolphin,Rear-wheel drive,Van/Minivan,Automatic,I4
Nissan,Be-1,Front-wheel drive,Coupe,Automatic,I4
Plymouth,Gran Fury,Rear-wheel drive,Sedan,Automatic,V8
Toyota,Corolla,Front-wheel drive,Hatchback,Automatic,I4
Ford,Falcon,Rear-wheel drive,Truck,Manual,V8
Volvo,740,Rear-wheel drive,Wagon,Manual,I4
Lincoln,Continental,Rear-wheel drive,Sedan,Automatic,V8
Renault,Alliance,Front-wheel drive,Convertible,Manual,I4
Audi,Coupe,Front-wheel drive,Coupe,Automatic,I5
Ford,LTD,Rear-wheel drive,Coupe,Automatic,V8
Chevrolet,M1028,4WD/AWD,Truck,Automatic,V8
Jeep,Comanche,Rear-wheel drive,Truck,Manual,I4
Austin,Rover Metro,Rear-wheel drive,Hatchback,Automatic,I4
Audi,Coupe,Front-wheel drive,Coupe,Manual,I5
Nissan,Pickup,Rear-wheel drive,Truck,Automatic,I4
Mercedes-Benz,E-Class,Rear-wheel drive,Sedan,Manual,I6
Chevrolet,Caprice Classic,Rear-wheel drive,Sedan,Automatic,V8
Toyota,Corolla,Rear-wheel drive,Hatchback,Manual,I4
Pontiac,Fiero,Rear-wheel drive,Convertible,Manual,V6
Alfa Romeo,GTV-6,Rear-wheel drive,Coupe,Manual,V6
Toyota,MasterAce,4WD/AWD,Van/Minivan,Manual,I4
Jeep,Cherokee,4WD/AWD,SUV/Crossover,Manual,V6
Volkswagen,Type 2,Rear-wheel drive,Van/Minivan,Manual,I4
Honda,CRX,Front-wheel drive,Convertible,Manual,I4
TVR,280i,Rear-wheel drive,Convertible,Manual,V6
Subaru,Brat,4WD/AWD,Truck,Manual,H4
Mitsubishi,Minicab,4WD/AWD,Truck,Manual,I2
BMW,3 Series,Rear-wheel drive,Coupe,Manual,V8
Fiat,X1/9,Rear-wheel drive,Convertible,Manual,I4
Nissan,200SX,Rear-wheel drive,Coupe,Manual,I4
Jaguar,XJ6,Rear-wheel drive,Sedan,Automatic,V8
GMC,Caballero,Rear-wheel drive,Truck,Automatic,V8
Fiat,X1/9,Rear-wheel drive,Coupe,Manual,I4
E-One,Pumper,Rear-wheel drive,Truck,Automatic,V6
Audi,5000,4WD/AWD,Sedan,Manual,I5
Audi,4000,4WD/AWD,Sedan,Manual,I5
Ford,F-150,Rear-wheel drive,Convertible,Manual,I6
Skoda,105L,Rear-wheel drive,Sedan,Manual,I4
Isuzu,Impulse,Rear-wheel drive,Hatchback,Manual,I4
Audi,4000,Front-wheel drive,Sedan,Manual,I4
Toyota,Cressida,Rear-wheel drive,Wagon,Automatic,I6
Mercury,Capri,Rear-wheel drive,Convertible,Automatic,V8
Mercedes-Benz,E-Class,Rear-wheel drive,Wagon,Manual,I4
Rolls-Royce,Silver Spirit,Rear-wheel drive,Sedan,Automatic,V8
Ford,Escort,Front-wheel drive,Hatchback,Manual,I4
Jeep,CJ-7,4WD/AWD,SUV/Crossover,Automatic,V8
Citroen,CX25,Front-wheel drive,Sedan,Manual,I4
Hyundai,Stellar,Rear-wheel drive,Sedan,Automatic,I4
BMW,Alpina C2 2.7,Rear-wheel drive,Sedan,Manual,I6
Dodge,600,Front-wheel drive,Coupe,Automatic,I4
Mercedes-Benz,G Wagen,4WD/AWD,SUV/Crossover,Manual,I4
Mercury,Grand Marquis,Rear-wheel drive,Wagon,Automatic,V8
MINI,Classic Mini,Front-wheel drive,Convertible,Manual,I4
Jeep,CJ-7,4WD/AWD,SUV/Crossover,Manual,I6
Chrysler,LeBaron,Front-wheel drive,Coupe,Automatic,I4
Mercedes-Benz,E-Class,Rear-wheel drive,Coupe,Automatic,I5
Nissan,R30 Skyline,Rear-wheel drive,Coupe,Manual,I4
Mahindra,CJ 340,Rear-wheel drive,SUV/Crossover,Automatic,I4
Toyota,Cressida,Rear-wheel drive,Sedan,Automatic,I6
Mazda,FB RX-7,Rear-wheel drive,Coupe,Manual,Rotary
Lada,1200,Rear-wheel drive,Wagon,Manual,I4
Oldsmobile,Toronado,Front-wheel drive,Coupe,Automatic,V8
Toyota,Sprinter,Rear-wheel drive,Hatchback,Manual,I4
Dodge,Charger,Front-wheel drive,Hatchback,Manual,I4
Toyota,Celica,Rear-wheel drive,Coupe,Manual,I4
Toyota,Celica,Rear-wheel drive,Convertible,Automatic,I4
Mercedes-Benz,S-Class,Rear-wheel drive,Sedan,Automatic,I5
Pontiac,Fiero,Rear-wheel drive,Coupe,Manual,I4
Bitter,SC,Rear-wheel drive,Coupe,Manual,I6
Isuzu,Impulse,Rear-wheel drive,Hatchback,Automatic,I4
Jeep,CJ-7,4WD/AWD,Truck,Automatic,V8
Mercedes-Benz,G Wagen,Rear-wheel drive,SUV/Crossover,Manual,I5
Mitsubishi,Mighty Max,Rear-wheel drive,Truck,Manual,I4
BMW,Alpina B6 2.8,Rear-wheel drive,Coupe,Manual,I6
Buick,Riviera,Front-wheel drive,Coupe,Automatic,V8
Chrysler,Laser,Front-wheel drive,Coupe,Manual,I4
Audi,5000,Front-wheel drive,Sedan,Automatic,I5
Mercedes-Benz,E-Class,Rear-wheel drive,Wagon,Automatic,I5
Audi,Quattro,4WD/AWD,Coupe,Manual,I5
AC,3000ME,Rear-wheel drive,Coupe,Manual,V6
Chrysler,LeBaron,Front-wheel drive,Wagon,Automatic,I4
Jeep,CJ-7,4WD/AWD,SUV/Crossover,Manual,I4
Pontiac,Fiero,Rear-wheel drive,Coupe,Automatic,I4
Mercedes-Benz,E-Class,Rear-wheel drive,Wagon,Manual,I5
Ford,Bronco,4WD/AWD,SUV/Crossover,Automatic,I6
Toyota,Tercel,4WD/AWD,Wagon,Manual,I4
Oldsmobile,Calais Supreme,Front-wheel drive,Coupe,Automatic,I4
Toyota,Locost 7,Rear-wheel drive,Convertible,Manual,I4
Chevrolet,Monte Carlo,Rear-wheel drive,Coupe,Automatic,V8
Saab,900,Front-wheel drive,Coupe,Manual,I4
Land Rover,Series III,4WD/AWD,SUV/Crossover,Manual,I4
Ferrari,308,Rear-wheel drive,Convertible,Manual,V8
Volkswagen,Rabbit,Front-wheel drive,Hatchback,Manual,I4
Renault,5,Rear-wheel drive,Hatchback,Manual,I4
Morgan,4/4,Rear-wheel drive,Convertible,Manual,I4
Pontiac,2000,Front-wheel drive,Convertible,Automatic,I4
Oldsmobile,Cutlass Supreme,Rear-wheel drive,Coupe,Automatic,V6
Nissan,Pulsar,Front-wheel drive,Coupe,Manual,I4
Porsche,944,Rear-wheel drive,Coupe,Automatic,I4
Trihawk,304,Front-wheel drive,Convertible,Manual,H4
Volkswagen,Mk1 GTI,Front-wheel drive,Hatchback,Manual,I4
Honda,Acty,4WD/AWD,Van/Minivan,Manual,I2
Mercedes-Benz,E-Class,Rear-wheel drive,Sedan,Manual,I4
Audi,80,4WD/AWD,Coupe,Manual,I5
Aston Martin,Lagonda,Rear-wheel drive,Sedan,Automatic,V8
Mercedes-Benz,S-Class,Rear-wheel drive,Sedan,Manual,I5
Mazda,FB RX-7,Rear-wheel drive,Coupe,Automatic,Rotary
TVR,280i,Rear-wheel drive,Coupe,Manual,V6
Maserati,Biturbo,Rear-wheel drive,Coupe,Manual,V6
Cadillac,DeVille,Rear-wheel drive,Coupe,Automatic,V8
Jeep,Scrambler,4WD/AWD,Truck,Manual,I5
Cadillac,DeVille,Rear-wheel drive,Sedan,Automatic,V8
Nissan,Bluebird,Front-wheel drive,Wagon,Manual,I4
Lincoln,Mark VII,Rear-wheel drive,Coupe,Automatic,I6
Pontiac,Fiero,Rear-wheel drive,Convertible,Automatic,I4
UAZ,469,4WD/AWD,SUV/Crossover,Manual,I4
Datsun,300ZX,Rear-wheel drive,Coupe,Manual,V6
Chevrolet,S10,Rear-wheel drive,Truck,Manual,V6
Mercury,Capri,Rear-wheel drive,Coupe,Manual,V8
Oldsmobile,Toronado,Front-wheel drive,Convertible,Automatic,V8
Jeep,Scrambler,4WD/AWD,Truck,Automatic,I6
Other,Kart,Rear-wheel drive,Convertible,Automatic,V6
Oldsmobile,Oldsmobile 98,Rear-wheel drive,Sedan,Automatic,V8
Honda,Acty,Rear-wheel drive,Truck,Manual,I2
Lada,2106,Rear-wheel drive,Sedan,Manual,I4
Oldsmobile,Cutlass,Front-wheel drive,Coupe,Automatic,V6
Jeep,CJ-7,4WD/AWD,SUV/Crossover,Manual,V8
Subaru,GL,4WD/AWD,Wagon,Automatic,I4
Chevrolet,G10,Rear-wheel drive,Van/Minivan,Automatic,V8
Datsun,280ZX,Rear-wheel drive,Coupe,Manual,I6
Fiat,Spider,Rear-wheel drive,Convertible,Manual,I4
Ferrari,400i,Rear-wheel drive,Coupe,Automatic,V12
Rover,SD1,Rear-wheel drive,Sedan,Manual,I6
Honda,Civic,Front-wheel drive,Wagon,Manual,I4
Volkswagen,Quantum,Front-wheel drive,Wagon,Automatic,I5
Mercedes-Benz,1222,4WD/AWD,Truck,Manual,V6
Ford,F-150,4WD/AWD,Truck,Automatic,I6
Volkswagen,Beetle,Rear-wheel drive,Sedan,Manual,H4
Jeep,Pickup,4WD/AWD,Truck,Automatic,V8
Buick,Riviera,Front-wheel drive,Convertible,Automatic,V8
Lincoln,Mark VI,Rear-wheel drive,Coupe,Automatic,V8
Chevrolet,C3 Corvette,Rear-wheel drive,Coupe,Automatic,V8
Jeep,Scrambler,4WD/AWD,SUV/Crossover,Manual,I6
Mahindra,CJ 340,4WD/AWD,SUV/Crossover,Automatic,I4
Volkswagen,Rabbit,Front-wheel drive,Convertible,Manual,I4
Chevrolet,El Camino,Rear-wheel drive,Truck,Automatic,V6
DeLorean,DMC-12,Rear-wheel drive,Coupe,Manual,V6
Datsun,280ZX,Rear-wheel drive,Coupe,Automatic,I6
Volkswagen,Vanagon,Rear-wheel drive,Van/Minivan,Manual,I4
Porsche,928,Rear-wheel drive,Coupe,Manual,V12
GMC,C1500,Rear-wheel drive,Truck,Automatic,V8
Chevrolet,Luv,Rear-wheel drive,Truck,Manual,I4
Isuzu,Pup,Rear-wheel drive,Truck,Manual,I4
Dodge,Ram,Rear-wheel drive,Truck,Manual,V8
Volkswagen,Rabbit,Front-wheel drive,Truck,Manual,I4
Mazda,FB RX-7,Rear-wheel drive,Coupe,Automatic,V8
Datsun,280ZX,Rear-wheel drive,Coupe,Automatic,V8
Toyota,Supra,Rear-wheel drive,Hatchback,Manual,I6
Toyota,Supra,Rear-wheel drive,Hatchback,Automatic,V8
Aston Martin,V8 Volante,Rear-wheel drive,Convertible,Manual,V8
Austin,FX4,Rear-wheel drive,Hatchback,Automatic,I4
Land Rover,Series III,4WD/AWD,Truck,Manual,V8
DeLorean,DMC-12,Rear-wheel drive,Coupe,Automatic,V6
Jeep,CJ-8,4WD/AWD,Truck,Automatic,V8
Land Rover,Defender,4WD/AWD,SUV/Crossover,Manual,I6
Chevrolet,C3 Corvette,Rear-wheel drive,Coupe,Manual,V8
Volga,GAZ-24,Rear-wheel drive,Sedan,Manual,I4
Datsun,210,Rear-wheel drive,Wagon,Manual,I4
Lada,2101,Rear-wheel drive,Sedan,Manual,I4
International,1724,Rear-wheel drive,Truck,Manual,I6
Jeep,CJ-7,4WD/AWD,SUV/Crossover,Automatic,I6
Ford,F-100,Rear-wheel drive,Truck,Manual,V8
Audi,5000,Front-wheel drive,Sedan,Manual,I5
Toyota,Celica,Rear-wheel drive,Coupe,Automatic,I4
Mercedes-Benz,R107 SL,Rear-wheel drive,Coupe,Automatic,V8
International,Scout,4WD/AWD,SUV/Crossover,Manual,I4
Chevrolet,El Camino,Rear-wheel drive,Truck,Manual,V8
Lincoln,Mark V,Rear-wheel drive,Coupe,Automatic,V8
Ford,F-Series,4WD/AWD,Truck,Automatic,V8
Toyota,Chinook,4WD/AWD,Truck,Manual,I4
Chevrolet,Malibu,Rear-wheel drive,Coupe,Manual,V8
Subaru,Brat,Front-wheel drive,Truck,Manual,H4
Fiat,Zastava,Rear-wheel drive,Convertible,Manual,I4
Triumph,Spitfire,Rear-wheel drive,Convertible,Manual,I4
Dodge,Aspen,Rear-wheel drive,Coupe,Automatic,V8
Nissan,Fairlady,Rear-wheel drive,Coupe,Manual,I6
Triumph,TR6,Rear-wheel drive,Convertible,Manual,I6
Chevrolet,Vega,Rear-wheel drive,Coupe,Manual,I4
BMW,02 Series,Rear-wheel drive,Coupe,Manual,I4
Porsche,914,Rear-wheel drive,Convertible,Manual,H4
Jaguar,XJ,Rear-wheel drive,Coupe,Automatic,I6
Ferrari,308,Rear-wheel drive,Coupe,Manual,V8
Chevrolet,C3 Corvette,Rear-wheel drive,Convertible,Automatic,V8
Chevrolet,Nova,Rear-wheel drive,Coupe,Automatic,V8
Volkswagen,Thing,Rear-wheel drive,Convertible,Manual,H4
Volkswagen,Type 2,Rear-wheel drive,Van/Minivan,Manual,H4
BMW,E9,Rear-wheel drive,Coupe,Manual,I6
Jaguar,XKE,Rear-wheel drive,Coupe,Automatic,V12
Plymouth,Barracuda,Rear-wheel drive,Coupe,Manual,V8
DeTomaso,Pantera,Rear-wheel drive,Coupe,Manual,V8
Datsun,240Z,Rear-wheel drive,Coupe,Manual,V8
Datsun,240Z,Rear-wheel drive,Coupe,Manual,I6
Chevrolet,C3 Corvette,Rear-wheel drive,Convertible,Manual,V8
Dodge,Charger,Rear-wheel drive,Coupe,Automatic,V8
Alfa Romeo,GTV,Rear-wheel drive,Coupe,Manual,I4
Volvo,1800,Rear-wheel drive,Wagon,Automatic,I4
Ford,F-100,Rear-wheel drive,Truck,Automatic,V8
Volkswagen,Karmann Ghia,Rear-wheel drive,Convertible,Manual,H4
Datsun,510,Rear-wheel drive,Sedan,Manual,I4
Citroen,DS21,Front-wheel drive,Sedan,Automatic,I4
Chevrolet,Chevelle,Rear-wheel drive,Convertible,Manual,V8
Oldsmobile,442,Rear-wheel drive,Coupe,Automatic,V8
Volkswagen,Type 3,Rear-wheel drive,Wagon,Manual,H4
Ford,Ranchero,Rear-wheel drive,Truck,Automatic,V8
Ford,Bronco,4WD/AWD,Truck,Manual,V8
Volvo,1800,Rear-wheel drive,Coupe,Manual,I4
MINI,Classic Mini,Front-wheel drive,Wagon,Manual,I4
Oldsmobile,Cutlass Supreme,Rear-wheel drive,Convertible,Automatic,V8
Mercedes-Benz,W113 SL,Rear-wheel drive,Convertible,Automatic,I6
Chevrolet,Chevelle,Rear-wheel drive,Coupe,Automatic,V8
Rolls-Royce,Silver Shadow,Rear-wheel drive,Sedan,Automatic,V8
DeTomaso,Mangusta,Rear-wheel drive,Coupe,Manual,V8
BMW,02 Series,Rear-wheel drive,Convertible,Manual,I4
Manta,Mirage,Rear-wheel drive,Convertible,Manual,V8
Volkswagen,Dune Buggy,Rear-wheel drive,Convertible,Manual,H4
International,Scout,4WD/AWD,SUV/Crossover,Automatic,V8
Honda,N600,Front-wheel drive,Sedan,Manual,I2
Fiat,500,Rear-wheel drive,Sedan,Manual,I2
Lamborghini,Espada,Rear-wheel drive,Coupe,Manual,V12
Chevrolet,Chevelle,Rear-wheel drive,Coupe,Manual,V8
International,Scout,4WD/AWD,SUV/Crossover,Manual,V8
Jeep,Jeepster,4WD/AWD,SUV/Crossover,Automatic,V8
Volkswagen,Type 2,Rear-wheel drive,Truck,Manual,H4
Jeep,CJ-5,Rear-wheel drive,SUV/Crossover,Automatic,I4
AMC,Rebel,Rear-wheel drive,Sedan,Automatic,I6
Mercedes-Benz,W113 SL,Rear-wheel drive,Convertible,Manual,I6
Oldsmobile,442,Rear-wheel drive,Coupe,Manual,V8
Datsun,2000,Rear-wheel drive,Convertible,Manual,I4
Ford,Torino,Rear-wheel drive,Coupe,Manual,V8
Dodge,Dart,Rear-wheel drive,Coupe,Automatic,V8
Mercury,Cougar,Rear-wheel drive,Coupe,Manual,V8
Chevrolet,Impala,Rear-wheel drive,Convertible,Manual,V8
Chevrolet,C2 Corvette,Rear-wheel drive,Convertible,Manual,V8
Volkswagen,Dune Buggy,Rear-wheel drive,Convertible,Manual,I4
Plymouth,Barracuda,Rear-wheel drive,Coupe,Automatic,V8
Jaguar,XKE,Rear-wheel drive,Convertible,Manual,I6
Pontiac,Firebird,Rear-wheel drive,Coupe,Manual,I4
Ford,Fairlane,Rear-wheel drive,Coupe,Automatic,V8
Amphicar,Model 770,Rear-wheel drive,Convertible,Manual,I4
Mercury,Monterey,Rear-wheel drive,Convertible,Automatic,V8
Ford,F-Series,4WD/AWD,Truck,Manual,V8
Chevrolet,Nova,Rear-wheel drive,Sedan,Manual,V8
Chevrolet,C2 Corvette,Rear-wheel drive,Coupe,Manual,V8
Daytona,Replica,Rear-wheel drive,Coupe,Manual,V8
Chevrolet,Impala,Rear-wheel drive,Coupe,Automatic,V8
B&Z,Electra King,Rear-wheel drive,Coupe,Automatic,Electric
Honda,S600,Rear-wheel drive,Convertible,Manual,I4
Chevrolet,C/K Series,Rear-wheel drive,Truck,Manual,I6
Porsche,356,Rear-wheel drive,Coupe,Manual,H4
Ford,Galaxie,Rear-wheel drive,Convertible,Automatic,V8
Ford,Galaxie,Rear-wheel drive,Sedan,Automatic,Electric
Pontiac,GTO,Rear-wheel drive,Convertible,Manual,V8
Meyers Manx,Dune Buggy,Rear-wheel drive,Convertible,Manual,H4
BMW,700,Rear-wheel drive,Coupe,Manual,H2
